PCoA1,PCoA2,Diet.5mo.as.AL,age.approx.months
-0.25138151, 0.01460979,AL,28
-0.02689441, 0.00336009,AL,28
 0.03074094, 0.06676769,AL,28
-0.04408136, 0.08595767,AL,28
 0.07983529, 0.04821765,AL,28
 0.14240879, 0.02159298,AL,28
-0.27598345,-0.02907553,AL,28
-0.01162597,-0.01966617,AL,28
-0.34801682,-0.01557755,AL,28
-0.27395855, 0.02062016,AL,28
 0.13171187,-0.00495531,AL,28
-0.35960765,-0.11808973,AL,28
 0.12409536, 0.01422477,AL,28
 0.31780118,-0.06571505,AL,28
-0.29396991,-0.07038039,AL,28
-0.14829179,-0.04584264,AL,28
 0.31803565,-0.04941382,AL,28
 0.12533406,-0.02606198,AL,28
 0.28933498,-0.02108908,AL,28
 0.05062535,-0.07916676,AL,28
-0.18439395, 0.13266975,AL,28
-0.26391995,-0.04028391,AL,28
 0.15485630, 0.06557851,AL,28
 0.42894332,-0.05715767,1D,22
-0.31282093, 0.09580869,1D,22
-0.16879791, 0.03351465,1D,22
-0.33447813,-0.04387229,1D,22
 0.09883031,-0.03973563,1D,22
-0.17700346, 0.12148467,1D,22
 0.09603914,-0.02692743,1D,22
-0.33115531,-0.13542200,1D,22
 0.26246927,-0.00534299,1D,22
-0.10827787,-0.08321524,1D,22
 0.30591087,-0.06632131,1D,22
 0.39570567,-0.07946395,1D,22
 0.31078379,-0.05783849,1D,22
-0.11001810,-0.07631381,1D,22
-0.25437004,-0.09198460,1D,22
 0.17977527,-0.03214323,1D,22
-0.25453940,-0.01862178,1D,22
-0.11737369, 0.09016038,1D,22
-0.29216990,-0.02782574,1D,22
-0.26422242,-0.01787791,1D,22
-0.26089367,-0.01833076,1D,22
 0.17547876,-0.06201976,1D,22
 0.12273880,-0.14424089,1D,22
-0.04603690,-0.00246036,1D,22
 0.14600017, 0.01084858,1D,22
-0.24621334, 0.08766040,1D,22
-0.10709265,-0.03744110,1D,22
 0.04948773, 0.08856473,1D,22
-0.14455499, 0.05814057,1D,22
-0.26380334,-0.02158330,1D,22
 0.08390584, 0.00706727,1D,22
-0.16134376,-0.13723712,1D,22
 0.05402375,-0.04992196,1D,22
-0.22314327,-0.00749505,1D,22
 0.01163753,-0.05793169,1D,22
-0.10341937, 0.07466640,1D,22
 0.24719099,-0.02011723,1D,22
 0.18488760,-0.04193725,1D,22
 0.07854906,-0.00089449,1D,22
 0.17227438, 0.02662330,1D,22
-0.11828026,-0.12377146,1D,22
-0.04336620,-0.05509841,1D,22
-0.21209426,-0.17664381,1D,22
-0.13575733,-0.14628155,1D,22
 0.20986504,-0.07641446,1D,22
 0.33745186,-0.08194075,1D,22
-0.12907974,-0.01057963,1D,22
 0.19090644,-0.08755583,1D,22
 0.08031041, 0.02571964,1D,22
 0.08286907, 0.03284642,1D,22
 0.00309667,-0.03931076,1D,22
-0.20936739,-0.03748450,1D,22
-0.30115867,-0.07290240,1D,22
 0.02963604,-0.12684380,1D,22
-0.24808012,-0.22985933,1D,22
-0.14332646,-0.15449642,1D,22
-0.03101554, 0.04761287,1D,22
-0.11469213, 0.02433468,1D,22
 0.32897695,-0.08662143,1D,22
 0.23955227,-0.07600864,1D,22
 0.09877120,-0.00166360,1D,22
-0.14286245,-0.03327086,1D,22
-0.13537369, 0.12814274,1D,22
-0.17470966, 0.03625564,1D,22
 0.07906941, 0.00169731,1D,22
-0.23617144, 0.15084009,1D,22
-0.07451836, 0.07254758,1D,22
-0.17066930, 0.03377713,1D,22
 0.07619198, 0.06458491,1D,22
 0.26032753,-0.07063798,1D,22
 0.40457356, 0.01384896,1D,22
 0.32142398,-0.07017203,1D,22
-0.06027030, 0.03374747,1D,22
-0.23335056,-0.13059899,1D,22
 0.27116862,-0.00140050,1D,22
 0.21459238,-0.00987549,1D,22
-0.02019291, 0.08989375,1D,22
-0.15091740,-0.00465120,1D,22
-0.10466112,-0.06651469,1D,22
 0.13468039,-0.01470312,1D,22
-0.24980427,-0.09253589,1D,22
-0.08166323, 0.06334512,1D,22
 0.02126399, 0.06077567,1D,22
-0.16165614, 0.09919714,1D,22
 0.06211396, 0.02078313,1D,22
-0.07633077, 0.00407695,1D,22
 0.13454049,-0.05980818,1D,22
-0.27874394,-0.01813258,1D,22
-0.18668934, 0.03609202,1D,22
-0.19008045,-0.01765957,1D,22
-0.13547488, 0.09778306,1D,22
-0.15834691, 0.05804112,1D,22
 0.14541157, 0.00085470,1D,22
 0.17967314,-0.03771029,1D,22
-0.34489145, 0.02406434,1D,22
-0.04987313, 0.00211673,1D,22
 0.17534761, 0.01043512,1D,22
 0.02159865, 0.05813290,1D,22
-0.21660012, 0.07205295,1D,22
-0.01041753,-0.04339856,1D,22
 0.07657171, 0.07358942,1D,22
-0.19619376,-0.05548581,1D,22
 0.13022817, 0.04431541,1D,22
 0.14197375, 0.09518523,1D,22
 0.09428290, 0.09333985,20,22
-0.26616670, 0.07032047,20,22
 0.09215497, 0.11227977,20,22
 0.00700926,-0.03202154,20,22
-0.05080308, 0.04155664,20,22
 0.17347257, 0.11478908,20,22
 0.16674282,-0.00791883,20,22
-0.05468035,-0.08439976,20,22
 0.09302227, 0.04939971,20,22
-0.15326816,-0.11222515,20,22
 0.05175222,-0.02740471,20,22
 0.23773612,-0.08233393,20,22
-0.06731749,-0.02975029,20,22
 0.01857914,-0.20720695,20,22
-0.21249974,-0.01403518,20,22
 0.11138568,-0.08929556,20,22
-0.23913137,-0.05161820,20,22
 0.15688026,-0.21416567,20,22
 0.02428751,-0.14418234,20,22
-0.12822475, 0.16985837,20,22
 0.15747737,-0.04247330,20,22
-0.10066774, 0.03605093,20,22
 0.04773164, 0.03212965,20,22
 0.17877758, 0.01946827,20,22
 0.19411427,-0.07110622,20,22
 0.27865626,-0.00254296,20,22
-0.10351611, 0.07361998,20,22
-0.14892986, 0.07998706,20,22
-0.08762558, 0.12637566,20,22
-0.26656087,-0.16833229,20,22
 0.17070471,-0.03102758,20,22
 0.19851587,-0.15424365,20,22
 0.31312204,-0.05219114,20,22
 0.11364013,-0.12409419,20,22
 0.07840452,-0.04870230,20,22
-0.09033540, 0.00267502,20,22
 0.36034266, 0.00495678,20,22
 0.35080160,-0.12147674,20,22
 0.31468117,-0.01154877,20,22
-0.23376572,-0.02900178,20,22
 0.24094913,-0.09275409,20,22
-0.00625374,-0.03378106,20,22
-0.11749167,-0.05186053,20,22
 0.12306869,-0.00672927,20,22
-0.22824401, 0.07346673,20,22
-0.01416852,-0.16299972,20,22
 0.04658652, 0.03759733,20,22
-0.18585715, 0.09010727,20,22
 0.07740340, 0.07342043,20,22
-0.07003086,-0.12153828,20,22
 0.28396029,-0.00332564,20,22
 0.12267289,-0.03307159,20,22
 0.05995033, 0.04770059,20,22
-0.02208136, 0.04134063,20,22
 0.20375202,-0.24050871,20,22
 0.26967825,-0.08388312,20,22
 0.02092582,-0.11401366,20,22
-0.19823551, 0.05437522,20,22
 0.12235810, 0.05861450,20,22
 0.26801630,-0.05872365,20,22
 0.14153304, 0.03271368,20,22
 0.31232297,-0.00297878,20,22
 0.40911023,-0.01661211,20,22
 0.17685352, 0.05874805,20,22
 0.10748080, 0.08419906,20,22
 0.13414498, 0.07913887,20,22
-0.17415516, 0.07321383,20,22
 0.08348483, 0.03802326,20,22
 0.25422174,-0.01109001,20,22
 0.09397360,-0.03575477,20,22
 0.24096251,-0.02408742,20,22
-0.07053051, 0.04705070,20,22
-0.26856885, 0.01657857,20,22
 0.02651597,-0.03600738,20,22
-0.22290210, 0.07963435,20,22
-0.26411409, 0.02621600,20,22
 0.30573676,-0.02251370,20,22
 0.42731078,-0.05516387,20,22
-0.17124587, 0.01354287,20,22
-0.05516717, 0.02513158,20,22
 0.01580781, 0.04315377,20,22
 0.04918395, 0.06379647,20,22
 0.19818128, 0.05037968,20,22
 0.32497241,-0.02830304,20,22
 0.02861377, 0.08418858,20,22
 0.06720121, 0.15017444,20,22
 0.01177993, 0.11461327,20,22
-0.18757222, 0.08529118,20,22
-0.20848259, 0.04607602,20,22
 0.03178059,-0.00503558,20,22
 0.05201037,-0.08444977,20,22
 0.00121703,-0.02795425,20,22
-0.10310147, 0.06236232,20,22
 0.03545157, 0.01410228,20,22
 0.11393810,-0.11331445,20,22
 0.23965420,-0.02486793,20,22
 0.02374389, 0.05367168,20,22
 0.23407782, 0.01537323,20,22
 0.09084423, 0.00919404,20,22
 0.00393016, 0.10751623,20,22
 0.30122750, 0.08036041,20,22
 0.36056013,-0.03847390,20,22
 0.31370964, 0.02057073,20,22
 0.32396294,-0.02533944,20,22
 0.21720351, 0.06018797,20,22
 0.11288441, 0.12920472,20,22
 0.13297436, 0.07733288,20,22
 0.02897169,-0.09030972,2D,22
-0.20165434, 0.04377511,2D,22
 0.12182601, 0.01103196,2D,22
 0.43291219,-0.05604482,2D,22
 0.25666559, 0.04951811,2D,22
 0.36484987,-0.03132841,2D,22
 0.13833760,-0.01733506,2D,22
-0.19396558, 0.02770257,2D,22
 0.27681078,-0.02849820,2D,22
 0.19861359, 0.00422400,2D,22
-0.21175804,-0.02610460,2D,22
 0.15178705, 0.00847794,2D,22
 0.30834381,-0.04278938,2D,22
 0.02658753, 0.03816310,2D,22
 0.14731384,-0.01612053,2D,22
 0.19776191,-0.10687237,2D,22
 0.36291713,-0.05669439,2D,22
-0.11503377, 0.16046453,2D,22
-0.22052899,-0.06598220,2D,22
 0.41970488,-0.08398398,2D,22
-0.12399272, 0.09412272,2D,22
 0.01460345, 0.13695692,2D,22
-0.22188686, 0.06730573,2D,22
-0.31219151, 0.00932939,2D,22
 0.21999929, 0.00920379,2D,22
 0.15060079,-0.10250112,2D,22
 0.02155160, 0.05617565,2D,22
 0.08829237, 0.04280788,2D,22
-0.05966503,-0.08894496,2D,22
 0.15870860,-0.11902178,2D,22
-0.20291551,-0.02542132,2D,22
-0.03348911, 0.01904401,2D,22
 0.08079831,-0.02443731,2D,22
 0.26235223, 0.02243668,2D,22
-0.07832263, 0.10229591,2D,22
-0.29518298, 0.08815355,2D,22
-0.06498626, 0.01730207,2D,22
 0.03690240,-0.00270654,2D,22
-0.02814627, 0.03618414,2D,22
-0.07522253, 0.08465313,2D,22
-0.01780770, 0.02080734,2D,22
-0.28875746, 0.00746257,2D,22
 0.39508371,-0.07737954,2D,22
-0.18775305, 0.02561802,2D,22
 0.20246811, 0.00658460,2D,22
 0.17879077, 0.02936629,2D,22
-0.11949399,-0.16967196,2D,22
-0.02446203, 0.15704730,2D,22
 0.06058329,-0.04488129,2D,22
 0.30093400,-0.04752158,2D,22
-0.10376131, 0.15333382,2D,22
 0.34238115, 0.00184738,2D,22
 0.50405931,-0.07923629,2D,22
 0.15487381, 0.04132278,2D,22
 0.14716494, 0.01407357,2D,22
 0.24383039,-0.06098874,2D,22
-0.14583293, 0.03921315,2D,22
-0.03769044, 0.01625935,2D,22
 0.18015896,-0.07278447,2D,22
-0.02571499,-0.02524149,2D,22
-0.24483013,-0.11016184,2D,22
 0.24595091, 0.01095255,2D,22
-0.05990722, 0.06251030,2D,22
-0.14587738, 0.07342619,2D,22
-0.19465310, 0.18056221,2D,22
 0.10132589, 0.08153397,2D,22
 0.32976558,-0.00586374,2D,22
-0.04740572, 0.06534945,2D,22
 0.19169677,-0.00215834,2D,22
 0.00347559, 0.00546674,2D,22
 0.34339787,-0.05351019,2D,22
 0.21965915,-0.01133280,2D,22
 0.00349799, 0.08686519,2D,22
-0.16432039,-0.02264739,2D,22
 0.41334672,-0.08269055,2D,22
 0.08599793,-0.01151635,2D,22
-0.02856897, 0.07879450,2D,22
 0.30198987,-0.08441234,2D,22
 0.16129164,-0.04451521,2D,22
 0.03854335, 0.06315299,2D,22
-0.12568276, 0.06507692,2D,22
 0.18574466, 0.04916236,2D,22
 0.29492263,-0.01924859,2D,22
-0.22025877,-0.02109759,2D,22
 0.28392738,-0.02225717,2D,22
-0.11373295, 0.00200017,2D,22
 0.14369936, 0.01533900,2D,22
 0.34747623,-0.01622901,2D,22
 0.12578330, 0.06007298,2D,22
-0.05262654, 0.10616960,2D,22
-0.21068472,-0.04499537,2D,22
 0.24999354,-0.02693072,2D,22
-0.07386157, 0.08458111,2D,22
 0.17995440,-0.04802196,2D,22
-0.10051314,-0.05151409,2D,22
 0.25923516,-0.04693046,2D,22
-0.16233019, 0.06719562,2D,22
-0.34426385,-0.01600042,2D,22
-0.13389856, 0.03520682,2D,22
-0.26704192,-0.02337752,2D,22
 0.03805115, 0.05187500,2D,22
 0.21240617,-0.03465486,2D,22
 0.13627001,-0.01320341,2D,22
 0.14660505, 0.01439898,2D,22
-0.13031924,-0.13457248,2D,22
-0.30248994, 0.07199047,2D,22
 0.10518802, 0.04832137,2D,22
-0.10049704,-0.11365632,2D,22
-0.26012843, 0.01643927,2D,22
 0.07385781, 0.13698646,40,22
-0.01948509, 0.09506350,40,22
 0.09203114, 0.22598798,40,22
 0.09103392, 0.04140223,40,22
 0.11136016, 0.16520555,40,22
-0.03674291, 0.18794402,40,22
 0.21076168, 0.15537727,40,22
 0.13828172, 0.02906998,40,22
-0.08081440,-0.01163642,40,22
 0.19326649, 0.07987746,40,22
 0.20507382, 0.05445817,40,22
-0.10666582, 0.21022779,40,22
 0.05132970, 0.06525262,40,22
 0.05269557, 0.06439291,40,22
 0.07833912, 0.12104950,40,22
 0.26745340, 0.07080951,40,22
-0.17072105, 0.08261026,40,22
-0.08968921, 0.01411647,40,22
 0.12572039, 0.06209285,40,22
 0.11142421, 0.11421613,40,22
 0.11434646,-0.03567626,40,22
-0.02976471, 0.10385649,40,22
 0.00855995, 0.14806878,40,22
 0.23235365, 0.12032433,40,22
 0.31171806,-0.00532337,40,22
-0.01676677, 0.13931209,40,22
 0.09022803, 0.21312163,40,22
 0.06053229, 0.15649930,40,22
 0.12028650, 0.20223209,40,22
-0.00283348, 0.18869766,40,22
 0.26221444, 0.01029714,40,22
 0.15273586, 0.12460395,40,22
 0.00373555, 0.18418591,40,22
 0.27409700, 0.04561667,40,22
-0.03745390, 0.19052962,40,22
 0.21682113, 0.01524414,40,22
-0.16118939, 0.03111736,40,22
 0.24513908,-0.01983469,40,22
 0.27412552, 0.00726098,40,22
-0.00935831, 0.07669806,40,22
-0.04156824, 0.15951065,40,22
 0.11817883, 0.11433166,40,22
 0.08300859, 0.12257622,40,22
 0.13600320, 0.11368673,40,22
 0.19312504, 0.10535952,40,22
 0.03307428, 0.14075068,40,22
 0.11157481,-0.00256921,40,22
 0.42869925,-0.05247053,40,22
 0.14475149, 0.10994616,40,22
 0.33112547, 0.01658051,40,22
 0.14145529, 0.04363928,40,22
 0.32854568,-0.05496866,40,22
 0.09316884, 0.10974424,40,22
 0.09349255, 0.14751256,40,22
 0.16931046,-0.16767852,40,22
 0.18585045, 0.06284938,40,22
-0.00391408, 0.17025646,40,22
 0.23231042, 0.10653407,40,22
 0.20566531, 0.08088093,40,22
 0.15706119, 0.12603727,40,22
-0.01537378, 0.18119730,40,22
 0.18656821, 0.07937492,40,22
 0.06590444, 0.10217114,40,22
-0.16025492, 0.05696354,40,22
-0.15146580, 0.11943375,40,22
 0.36529589,-0.00745284,40,22
 0.28009130, 0.02457568,40,22
 0.31173808, 0.01091945,40,22
 0.30708831, 0.06088437,40,22
 0.41857792, 0.02375449,40,22
 0.02878784, 0.18320649,40,22
-0.04284963, 0.19224314,40,22
-0.15834211, 0.20279654,40,22
-0.14785947, 0.16241102,40,22
 0.38344024,-0.03326795,40,22
 0.27616631, 0.06510326,40,22
 0.36909223,-0.03002717,40,22
 0.08976511,-0.05675602,40,22
-0.12020438, 0.08555554,40,22
 0.32782483, 0.06192624,40,22
 0.23221071, 0.05820178,40,22
 0.40907820,-0.01634085,40,22
 0.24741814, 0.10851195,40,22
 0.33789440, 0.02781418,40,22
 0.32969675,-0.02122056,40,22
 0.09213620, 0.09689324,40,22
 0.13336734, 0.06407202,40,22
 0.15739465,-0.03912358,40,22
 0.28575039,-0.00493137,40,22
 0.14680845, 0.07275829,40,22
 0.05306330, 0.27264883,40,22
 0.05664432, 0.12573857,40,22
 0.09724086, 0.03686554,40,22
 0.22371012, 0.07478957,40,22
 0.38335285,-0.00323384,40,22
 0.39711170,-0.05570307,40,22
 0.35956752, 0.01707805,40,22
 0.37782687,-0.00223823,40,22
-0.25669352,-0.05772420,AL,22
-0.02576830,-0.04874954,AL,22
-0.26347821,-0.03392619,AL,22
 0.07445202, 0.01953409,AL,22
 0.24405052,-0.09949241,AL,22
 0.19798574,-0.05548486,AL,22
-0.16850982,-0.00109720,AL,22
 0.01134251, 0.05933810,AL,22
-0.05738746, 0.04558409,AL,22
 0.16728214,-0.09939688,AL,22
-0.29343778, 0.00568588,AL,22
 0.35766859,-0.00004979,AL,22
 0.12580849,-0.00978850,AL,22
-0.26298226,-0.18828800,AL,22
-0.23804353,-0.23274376,AL,22
-0.10821854, 0.01981873,AL,22
 0.05333692,-0.07999117,AL,22
-0.04311726,-0.06227810,AL,22
-0.15840044,-0.01195900,AL,22
 0.18726065,-0.06660742,AL,22
-0.16294915,-0.01590384,AL,22
-0.29760815,-0.13885260,AL,22
 0.08405491,-0.13626755,AL,22
-0.20048924, 0.03842044,AL,22
 0.08484524, 0.03107490,AL,22
 0.05346684, 0.03360846,AL,22
-0.22703522,-0.02781332,AL,22
-0.31790405,-0.18426497,AL,22
-0.09714808,-0.19337850,AL,22
-0.02388884,-0.22403060,AL,22
 0.25086754,-0.10865316,AL,22
 0.18025344,-0.05357599,AL,22
-0.30456106,-0.14962098,AL,22
-0.19892548,-0.01945933,AL,22
-0.07419708, 0.21265638,AL,22
-0.23890717,-0.14353762,AL,22
-0.14744996, 0.09074940,AL,22
-0.11624614,-0.01872829,AL,22
-0.25467439, 0.00889057,AL,22
 0.06544564,-0.23116237,AL,22
-0.23692034, 0.08730201,AL,22
-0.16323132, 0.14903865,AL,22
 0.06064738,-0.18384514,AL,22
-0.29280994,-0.01063693,AL,22
-0.31680605,-0.10596799,AL,22
 0.24322515,-0.06549959,AL,22
-0.30087682,-0.19081423,AL,22
-0.08620731,-0.18222577,AL,22
 0.22915397,-0.14104086,AL,22
-0.22341225,-0.11428717,AL,22
-0.15642693,-0.02799979,AL,22
 0.20078975, 0.00066082,AL,22
-0.23264748,-0.07627373,AL,22
-0.07710819,-0.07245584,AL,22
-0.30482039,-0.00387744,AL,22
 0.17791060,-0.12514761,AL,22
 0.01950567, 0.09910408,AL,22
-0.00318721,-0.11650016,AL,22
-0.08929522, 0.02373998,AL,22
 0.25629109,-0.08615665,AL,22
-0.17090779,-0.03363262,AL,22
 0.23088550,-0.02832775,AL,22
 0.14425695,-0.00347359,AL,22
 0.22668589,-0.08439406,AL,22
-0.23348595,-0.08557741,AL,22
-0.28932604, 0.01413119,AL,22
-0.13454847,-0.05336112,AL,22
-0.12639811, 0.04465102,AL,22
-0.30359993,-0.06698848,AL,22
 0.18025785,-0.03035790,AL,22
-0.14054577, 0.08925685,AL,22
 0.24391606,-0.05292733,AL,22
-0.27985276, 0.07567270,AL,22
-0.00985885, 0.07722793,AL,22
 0.09500169, 0.04081783,AL,22
-0.18286887, 0.03780408,AL,22
-0.01589026, 0.02158452,AL,22
-0.04810673,-0.00811156,AL,22
-0.26976391,-0.00183840,AL,22
-0.27772422, 0.13451812,AL,22
 0.39819972,-0.07184372,AL,22
-0.12389923, 0.13097462,AL,22
-0.16609554, 0.01430359,AL,22
-0.26834103,-0.08292589,AL,22
-0.28986721,-0.03617543,AL,22
-0.31943960,-0.01047759,AL,22
-0.14306469,-0.01365015,AL,22
-0.23252893,-0.01859474,AL,22
-0.29525871,-0.02032075,AL,22
-0.15331466, 0.02915357,AL,22
-0.03106411,-0.06961997,AL,22
-0.00109020, 0.09139139,AL,22
 0.05430400, 0.02936195,AL,22
-0.23924265, 0.11660818,AL,22
-0.14415812, 0.05339244,AL,22
-0.28762324,-0.02027896,AL,22
-0.14402885, 0.16560290,AL,22
-0.27539881, 0.04061927,AL,22
-0.00220975, 0.17928447,AL,22
-0.16403119,-0.02188401,AL,22
 0.09463856,-0.00786750,AL,22
-0.18464169,-0.06665252,AL,22
 0.03178142,-0.12645273,AL,22
-0.28293141,-0.03926184,AL,22
 0.34811935,-0.02914762,1D,16
-0.17910839, 0.15246263,1D,16
-0.30391584, 0.03506478,1D,16
-0.02956160, 0.11126929,1D,16
-0.01384514,-0.16582395,1D,16
 0.00292842, 0.10284507,1D,16
-0.04835731,-0.04275681,1D,16
-0.31350871,-0.04372893,1D,16
-0.07387882, 0.01080458,1D,16
-0.21562907, 0.08102207,1D,16
-0.12170595, 0.17470440,1D,16
 0.26573659,-0.09027421,1D,16
-0.09813751,-0.07179717,1D,16
 0.07608885,-0.02794706,1D,16
 0.17670633, 0.00656553,1D,16
 0.01185259, 0.01090736,1D,16
 0.03063110,-0.15871276,1D,16
 0.04163570, 0.03680696,1D,16
 0.13024778,-0.06277766,1D,16
-0.13521756,-0.02541110,1D,16
-0.03389303,-0.05728866,1D,16
-0.05009600, 0.01249667,1D,16
 0.09570693, 0.05866291,1D,16
 0.07106565, 0.03513615,1D,16
 0.14996634,-0.06226225,1D,16
 0.01473600, 0.06665183,1D,16
-0.33165051, 0.03869769,1D,16
-0.25491514, 0.09459861,1D,16
 0.14184970,-0.04289983,1D,16
 0.00862371,-0.07045304,1D,16
-0.26959404, 0.02937101,1D,16
-0.22708921,-0.05487793,1D,16
-0.12617586, 0.14756538,1D,16
-0.14205328,-0.09521880,1D,16
-0.14780157,-0.05391711,1D,16
 0.06670480,-0.07353703,1D,16
 0.09231911,-0.07811396,1D,16
 0.35568881,-0.15126606,1D,16
-0.24980513,-0.05457765,1D,16
-0.01194294, 0.00550496,1D,16
 0.34064301,-0.06844633,1D,16
-0.16797842, 0.11072287,1D,16
 0.22569485,-0.01620179,1D,16
 0.07620399, 0.06058169,1D,16
-0.19795890,-0.09676077,1D,16
-0.01993127, 0.14905884,1D,16
-0.16953838,-0.02219254,1D,16
 0.04173099,-0.00324703,1D,16
 0.01757055,-0.00565900,1D,16
-0.00771374, 0.01027223,1D,16
-0.00174445,-0.07504702,1D,16
 0.07672455,-0.13955253,1D,16
 0.19535710,-0.04533850,1D,16
 0.25393618,-0.08757845,1D,16
